state_id,energy,J,parity,m1_true,m2_true,m3_true,r_true
1468507,8617.50154,69,f,2,3,1,3
1468509,8709.773526,69,f,1,5,1,2
1468510,8735.638651,69,f,3,1,1,3
1468512,8761.892102,69,f,4,2,0,2
1468513,8821.659711,69,f,2,3,1,2
1468518,8949.545373,69,f,1,5,1,1
1468519,8991.700457,69,f,4,2,0,1
1468520,9026.587385,69,f,1,2,2,2
1468521,9032.50672,69,f,2,3,1,1
1468524,9197.202542,69,f,1,2,2,1
1468541,9955.883351,69,f,4,1,1,4
1468547,10120.725141,69,f,4,1,1,3
1468557,10299.356332,69,f,4,1,1,2
1468572,10712.158326,69,f,0,3,3,1
1468625,11836.132955,69,f,2,1,3,3
1468635,11986.114564,69,f,2,1,3,2
1468637,11991.867647,69,f,3,2,2,1
1468642,12141.6621,69,f,2,1,3,1
1480304,3895.151253,69,e,0,3,0,1
1480308,5133.646239,69,e,1,3,0,2
1480310,5239.087395,69,e,0,5,0,1
1480311,5333.401118,69,e,1,3,0,1
1480317,6361.735298,69,e,2,3,0,3
1480318,6457.284853,69,e,1,5,0,2
1480319,6470.885238,69,e,3,1,0,3
1480320,6567.65591,69,e,2,3,0,2
1480321,6584.20345,69,e,0,7,0,1
1480322,6632.922622,69,e,3,1,0,2
1480323,6698.752282,69,e,1,5,0,1
1480325,6763.392219,69,e,1,2,1,2
1480326,6781.011154,69,e,2,3,0,1
1480327,6821.387809,69,e,3,1,0,1
1480329,6851.889161,69,e,0,4,1,1
1480336,7710.646253,69,e,4,1,0,4
1480338,7793.818421,69,e,3,3,0,3
1480339,7877.095478,69,e,4,1,0,3
1480344,8008.06123,69,e,3,3,0,2
1480345,8058.178826,69,e,4,1,0,2
1480346,8059.115147,69,e,1,4,1,2
1480350,8164.037794,69,e,2,5,0,1
1480351,8172.591015,69,e,0,6,1,1
1480353,8237.069598,69,e,3,3,0,1
1480355,8278.600043,69,e,1,4,1,1
1480356,8348.169744,69,e,2,2,1,1
1480359,8464.669861,69,e,0,3,2,1
1480360,8533.087211,69,e,1,1,2,1
1480371,9160.062765,69,e,4,0,1,5
1480372,9188.216008,69,e,3,2,1,4
1480381,9378.801147,69,e,3,2,1,3
1480384,9455.306885,69,e,4,3,0,2
1480385,9482.271601,69,e,2,4,1,2
1480387,9496.018803,69,e,5,1,0,2
1480389,9566.273233,69,e,3,2,1,2
1480390,9599.569616,69,e,2,1,2,3
1480398,9752.990786,69,e,2,1,2,2
1480400,9773.033913,69,e,3,2,1,1
1480401,9796.441765,69,e,4,0,1,1
1480403,9910.162306,69,e,2,1,2,1
1480424,10546.18476,69,e,5,0,1,5
1480432,10689.036283,69,e,5,0,1,4
1480440,10827.470436,69,e,5,0,1,3
1480465,11230.218527,69,e,5,0,1,1
1480466,11231.742188,69,e,2,0,3,3
1480469,11266.470865,69,e,1,2,3,2
1480472,11351.545028,69,e,2,0,3,2
1480476,11434.128052,69,e,1,2,3,1
1480477,11470.567879,69,e,2,0,3,1
1480550,12560.091968,69,e,3,0,3,3
1480562,12675.351804,69,e,3,0,3,2
1480607,13303.898237,69,e,0,0,5,1
1480732,14482.915662,69,e,1,0,5,2
1480741,14581.160352,69,e,1,0,5,1
1493092,4529.442756,70,e,1,2,0,2
1493093,4603.999937,70,e,2,0,0,2
1493094,4621.802635,70,e,0,4,0,1
1493098,5734.698358,70,e,3,0,0,4
1493099,5768.536001,70,e,2,2,0,3
1493100,5849.558331,70,e,1,4,0,2
1493101,5874.714007,70,e,3,0,0,3
1493102,5949.690183,70,e,2,2,0,2
1493103,5966.524777,70,e,0,6,0,1
1493104,5998.152965,70,e,3,0,0,2
1493105,6071.397925,70,e,1,4,0,1
1493106,6139.504644,70,e,2,2,0,1
1493107,6166.563705,70,e,3,0,0,1
1493108,6171.39956,70,e,1,1,1,2
1493109,6246.669033,70,e,0,3,1,1
1493112,6966.547986,70,e,4,0,0,5
1493113,6996.431351,70,e,3,2,0,4
1493115,7131.21835,70,e,4,0,0,4
1493117,7187.568837,70,e,3,2,0,3
1493118,7258.635006,70,e,4,0,0,3
1493119,7295.026855,70,e,2,4,0,2
1493121,7377.359203,70,e,3,2,0,2
1493123,7412.687923,70,e,4,0,0,2
1493125,7464.492923,70,e,1,3,1,2
1493126,7528.543597,70,e,2,4,0,1
1493128,7566.345334,70,e,0,5,1,1
1493129,7586.614174,70,e,3,2,0,1
1493130,7611.734914,70,e,4,0,0,1
1493131,7661.879022,70,e,1,3,1,1
1493133,7822.445688,70,e,1,0,2,2
1493134,7871.606686,70,e,0,2,2,1
1493135,7922.055707,70,e,1,0,2,1
1493145,8608.862188,70,e,4,2,0,3
1493148,8656.729838,70,e,5,0,0,3
1493150,8671.870606,70,e,2,3,1,3
1493152,8764.338657,70,e,1,5,1,2
1493153,8783.036734,70,e,3,1,1,3
1493155,8814.402311,70,e,4,2,0,2
1493156,8843.954864,70,e,5,0,0,2
1493157,8875.955814,70,e,2,3,1,2
1493162,9004.107795,70,e,1,5,1,1
1493163,9042.207971,70,e,4,2,0,1
1493164,9044.276103,70,e,2,0,2,3
1493166,9080.701133,70,e,1,2,2,2
1493167,9086.81961,70,e,2,3,1,1
1493169,9162.487933,70,e,2,0,2,2
1493171,9250.729446,70,e,1,2,2,1
1493172,9285.746691,70,e,2,0,2,1
1493192,10001.740108,70,e,4,1,1,4
1493200,10167.041154,70,e,4,1,1,3
1493211,10345.063201,70,e,4,1,1,2
1493232,10765.638174,70,e,0,3,3,1
1493244,11121.932669,70,e,0,0,4,1
1493308,12034.840021,70,e,2,1,3,2
1505983,3949.89518,70,f,0,3,0,1
1505985,5127.123825,70,f,2,1,0,3
1505986,5188.422747,70,f,1,3,0,2
1505987,5280.100008,70,f,2,1,0,2
1505988,5294.016841,70,f,0,5,0,1
1505989,5388.142665,70,f,1,3,0,1
1505990,5444.823235,70,f,2,1,0,1
1505992,6365.053697,70,f,3,1,0,4
1505993,6416.577553,70,f,2,3,0,3
1505994,6512.240537,70,f,1,5,0,2
1505995,6532.197699,70,f,3,1,0,3
1505996,6622.377007,70,f,2,3,0,2
1505997,6639.317799,70,f,0,7,0,1
1505998,6694.812319,70,f,3,1,0,2
1505999,6753.649047,70,f,1,5,0,1
1506000,6817.39631,70,f,1,2,1,2
1506001,6835.802924,70,f,2,3,0,1
1506002,6885.141025,70,f,3,1,0,1
1506003,6906.311385,70,f,0,4,1,1
1506011,7848.545314,70,f,3,3,0,3
1506015,8035.005141,70,f,2,2,1,3
1506016,8062.788078,70,f,3,3,0,2
1506017,8113.545193,70,f,1,4,1,2
1506019,8122.589245,70,f,4,1,0,2
1506020,8215.748644,70,f,2,2,1,2
1506021,8218.866691,70,f,2,5,0,1
1506022,8227.24876,70,f,0,6,1,1
1506023,8292.005215,70,f,3,3,0,1
1506024,8332.976679,70,f,1,4,1,1
1506025,8337.367147,70,f,4,1,0,1
1506026,8403.283768,70,f,2,2,1,1
1506027,8451.15689,70,f,1,1,2,2
1506028,8518.57531,70,f,0,3,2,1
1506039,9241.203422,70,f,3,2,1,4
1506047,9432.783738,70,f,3,2,1,3
1506050,9536.711881,70,f,2,4,1,2
1506054,9621.195652,70,f,3,2,1,2
1506062,9811.834283,70,f,2,1,2,2
1506064,9828.887341,70,f,3,2,1,1
1506123,11319.653435,70,f,1,2,3,2
1506129,11487.705242,70,f,1,2,3,1
1517876,4584.649184,71,f,1,2,0,2
1517877,4677.415448,71,f,0,4,0,1
1517880,5823.303558,71,f,2,2,0,3
1517881,5905.19683,71,f,1,4,0,2
1517883,6022.327363,71,f,0,6,0,1
1517884,6126.985883,71,f,1,4,0,1
1517885,6196.106443,71,f,2,2,0,1
1517887,6301.764444,71,f,0,3,1,1
1517889,7050.523737,71,f,3,2,0,4
1517892,7242.754752,71,f,3,2,0,3
1517893,7350.605884,71,f,2,4,0,2
1517895,7433.707102,71,f,3,2,0,2
1517898,7519.630396,71,f,1,3,1,2
1517899,7584.11214,71,f,2,4,0,1
1517901,7621.643316,71,f,0,5,1,1
1517902,7644.402524,71,f,3,2,0,1
1517903,7716.977397,71,f,1,3,1,1
1517905,7926.156442,71,f,0,2,2,1
1517916,8727.081672,71,f,2,3,1,3
1517918,8819.677584,71,f,1,5,1,2
1517919,8844.716793,71,f,3,1,1,3
1517921,8871.884977,71,f,4,2,0,2
1517922,8931.040981,71,f,2,3,1,2
1517927,9059.452391,71,f,1,5,1,1
1517928,9101.87913,71,f,4,2,0,1
1517929,9135.051809,71,f,1,2,2,2
1517930,9141.926755,71,f,2,3,1,1
1517933,9305.56442,71,f,1,2,2,1
1517950,10065.039053,71,f,4,1,1,4
1517956,10229.724573,71,f,4,1,1,3
1517966,10408.643319,71,f,4,1,1,2
1517981,10819.883148,71,f,0,3,3,1
1518044,12093.767712,71,f,2,1,3,2
1529708,4005.406576,71,e,0,3,0,1
1529711,5176.120467,71,e,2,1,0,3
1529712,5243.952025,71,e,1,3,0,2
1529714,5349.72513,71,e,0,5,0,1
1529715,5443.617186,71,e,1,3,0,1
1529718,5642.379169,71,e,0,2,1,1
1529721,6472.119386,71,e,2,3,0,3
1529722,6567.975055,71,e,1,5,0,2
1529723,6580.41769,71,e,3,1,0,3
1529724,6677.84081,71,e,2,3,0,2
1529725,6695.213456,71,e,0,7,0,1
1529726,6742.482153,71,e,3,1,0,2
1529727,6809.324214,71,e,1,5,0,1
1529729,6872.680491,71,e,1,2,1,2
1529730,6891.201572,71,e,2,3,0,1
1529731,6931.175013,71,e,3,1,0,1
1529733,6961.5052,71,e,0,4,1,1
1529736,7278.008359,71,e,0,1,2,1
1529742,7904.003604,71,e,3,3,0,3
1529743,7986.468505,71,e,4,1,0,3
1529746,8058.710281,71,e,3,0,1,4
1529747,8090.831281,71,e,2,2,1,3
1529748,8118.16447,71,e,3,3,0,2
1529749,8167.73635,71,e,4,1,0,2
1529750,8168.803143,71,e,1,4,1,2
1529753,8270.568461,71,e,2,2,1,2
1529754,8274.470728,71,e,2,5,0,1
1529755,8282.683328,71,e,0,6,1,1
1529757,8347.196757,71,e,3,3,0,1
1529758,8380.904339,71,e,4,1,0,1
1529759,8388.209809,71,e,1,4,1,1
1529760,8457.343144,71,e,2,2,1,1
1529763,8573.23823,71,e,0,3,2,1
1529764,8641.121129,71,e,1,1,2,1
1529775,9269.273473,71,e,4,0,1,5
1529776,9297.811677,71,e,3,2,1,4
1529785,9487.974215,71,e,3,2,1,3
1529788,9565.262362,71,e,4,3,0,2
1529789,9591.888275,71,e,2,4,1,2
1529791,9605.620141,71,e,5,1,0,2
1529793,9675.334679,71,e,3,2,1,2
1529794,9707.922489,71,e,2,1,2,3
1529802,9860.921257,71,e,2,1,2,2
1529804,9882.302738,71,e,3,2,1,1
1529805,9905.887064,71,e,4,0,1,1
1529807,10018.262711,71,e,2,1,2,1
1529812,10185.090709,71,e,0,2,3,1
1529828,10655.03529,71,e,5,0,1,5
1529836,10797.304878,71,e,5,0,1,4
1529844,10936.104605,71,e,5,0,1,3
1529869,11338.944087,71,e,2,0,3,3
1529870,11340.086319,71,e,5,0,1,1
1529873,11374.180136,71,e,1,2,3,2
1529876,11458.46571,71,e,2,0,3,2
1529880,11541.609945,71,e,1,2,3,1
1529881,11577.820362,71,e,2,0,3,1
1529954,12667.051439,71,e,3,0,3,3
1529966,12782.53625,71,e,3,0,3,2
1530011,13409.236594,71,e,0,0,5,1
1530136,14588.403893,71,e,1,0,5,2
1530145,14686.468537,71,e,1,0,5,1
1542487,3389.888524,72,e,0,2,0,1
1542490,4641.114232,72,e,1,2,0,2
1542491,4715.032488,72,e,2,0,0,2
1542492,4733.805516,72,e,0,4,0,1
1542496,5846.154672,72,e,3,0,0,4
1542497,5880.328562,72,e,2,2,0,3
1542498,5961.613166,72,e,1,4,0,2
1542499,5985.659076,72,e,3,0,0,3
1542500,6061.200146,72,e,2,2,0,2
1542501,6078.90978,72,e,0,6,0,1
1542502,6109.297811,72,e,3,0,0,2
1542503,6183.349279,72,e,1,4,0,1
1542504,6251.012241,72,e,2,2,0,1
1542505,6278.157173,72,e,3,0,0,1
1542506,6281.909538,72,e,1,1,1,2
1542507,6357.62162,72,e,0,3,1,1
1542510,7078.088692,72,e,4,0,0,5
1542513,7242.220288,72,e,4,0,0,4
1542515,7299.093359,72,e,3,2,0,3
1542516,7369.47156,72,e,4,0,0,3
1542517,7406.960665,72,e,2,4,0,2
1542519,7488.743595,72,e,3,2,0,2
1542521,7524.055347,72,e,4,0,0,2
1542523,7575.512504,72,e,1,3,1,2
1542524,7640.447424,72,e,2,4,0,1
1542526,7677.714016,72,e,0,5,1,1
1542527,7698.054295,72,e,3,2,0,1
1542528,7723.566552,72,e,4,0,0,1
1542529,7772.812843,72,e,1,3,1,1
1542530,7823.691692,72,e,2,1,1,1
1542532,7981.488376,72,e,0,2,2,1
1542533,8031.531998,72,e,1,0,2,1
1542543,8720.055811,72,e,4,2,0,3
1542546,8767.778219,72,e,5,0,0,3
1542548,8782.986587,72,e,2,3,1,3
1542550,8875.789548,72,e,1,5,1,2
1542553,8925.692807,72,e,4,2,0,2
1542554,8955.552554,72,e,5,0,0,2
1542555,8986.875293,72,e,2,3,1,2
1542560,9115.565018,72,e,1,5,1,1
1542561,9153.485759,72,e,4,2,0,1
1542562,9153.959696,72,e,2,0,2,3
1542564,9190.716106,72,e,1,2,2,2
1542565,9197.781085,72,e,2,3,1,1
1542567,9271.785261,72,e,2,0,2,2
1542569,9360.581668,72,e,1,2,2,1
1542570,9395.407077,72,e,2,0,2,1
1542590,10111.975097,72,e,4,1,1,4
1542598,10277.130952,72,e,4,1,1,3
1542609,10455.411266,72,e,4,1,1,2
1542629,10874.879228,72,e,0,3,3,1
1542642,11229.631227,72,e,0,0,4,1
1542706,12143.55708,72,e,2,1,3,2
1555370,3986.896259,72,f,1,1,0,2
1555371,4061.703683,72,f,0,3,0,1
1555373,5238.825406,72,f,2,1,0,3
1555374,5300.282665,72,f,1,3,0,2
1555375,5391.576469,72,f,2,1,0,2
1555376,5406.212021,72,f,0,5,0,1
1555377,5499.914964,72,f,1,3,0,1
1555378,5556.537356,72,f,2,1,0,1
1555379,5698.149659,72,f,0,2,1,1
1555380,6476.913675,72,f,3,1,0,4
1555381,6528.520301,72,f,2,3,0,3
1555382,6624.488171,72,f,1,5,0,2
1555383,6643.659785,72,f,3,1,0,3
1555384,6734.115899,72,f,2,3,0,2
1555385,6751.890162,72,f,0,7,0,1
1555386,6806.356527,72,f,3,1,0,2
1555387,6865.777625,72,f,1,5,0,1
1555388,6928.198786,72,f,1,2,1,2
1555389,6947.561112,72,f,2,3,0,1
1555390,6997.021493,72,f,3,1,0,1
1555391,7017.470771,72,f,0,4,1,1
1555399,7960.284276,72,f,3,3,0,3
1555403,8145.894827,72,f,2,2,1,3
1555404,8174.453324,72,f,3,3,0,2
1555405,8224.774569,72,f,1,4,1,2
1555407,8234.283343,72,f,4,1,0,2
1555408,8326.447319,72,f,2,2,1,2
1555409,8330.850593,72,f,2,5,0,1
1555410,8338.894739,72,f,0,6,1,1
1555411,8403.73064,72,f,3,3,0,1
1555412,8444.126316,72,f,1,4,1,1
1555413,8449.409468,72,f,4,1,0,1
1555414,8514.107021,72,f,2,2,1,1
1555415,8561.018883,72,f,1,1,2,2
1555416,8628.672953,72,f,0,3,2,1
1555417,8700.677345,72,f,1,1,2,1
1555427,9352.198161,72,f,3,2,1,4
1555435,9543.481839,72,f,3,2,1,3
1555442,9731.894126,72,f,3,2,1,2
1555450,9921.580466,72,f,2,1,2,2
1555452,9939.893633,72,f,3,2,1,1
1555458,10239.948696,72,f,0,2,3,1
1555511,11428.870518,72,f,1,2,3,2
1555517,11596.730208,72,f,1,2,3,1
1567257,3446.896476,73,f,0,2,0,1
1567258,4697.848466,73,f,1,2,0,2
1567259,4790.972775,73,f,0,4,0,1
1567262,5936.574092,73,f,2,2,0,3
1567263,6018.805957,73,f,1,4,0,2
1567264,6118.361685,73,f,2,2,0,2
1567265,6136.27177,73,f,0,6,0,1
1567266,6240.491346,73,f,1,4,0,1
1567267,6309.310114,73,f,2,2,0,1
1567268,6342.947014,73,f,1,1,1,2
1567269,6414.257815,73,f,0,3,1,1
1567271,7163.882569,73,f,3,2,0,4
1567274,7355.817443,73,f,3,2,0,3
1567275,7464.092731,73,f,2,4,0,2
1567277,7546.769703,73,f,3,2,0,2
1567280,7632.192066,73,f,1,3,1,2
1567281,7697.570105,73,f,2,4,0,1
1567283,7734.55775,73,f,0,5,1,1
1567284,7757.666181,73,f,3,2,0,1
1567285,7829.45475,73,f,1,3,1,1
1567286,7886.793807,73,f,2,1,1,1
1567287,8037.565141,73,f,0,2,2,1
1567298,8839.744178,73,f,2,3,1,3
1567303,8984.979543,73,f,4,2,0,2
1567304,9043.501712,73,f,2,3,1,2
1567309,9172.462155,73,f,1,5,1,1
1567312,9254.440469,73,f,2,3,1,1
1567313,9303.287012,73,f,3,1,1,1
1567315,9416.980033,73,f,1,2,2,1
1567331,10177.262076,73,f,4,1,1,4
1567338,10341.79536,73,f,4,1,1,3
1567348,10521.020105,73,f,4,1,1,2
1567362,10930.641104,73,f,0,3,3,1
1567426,12204.36752,73,f,2,1,3,2
1579079,4118.766092,73,e,0,3,0,1
1579082,5289.022877,73,e,2,1,0,3
1579083,5357.361705,73,e,1,3,0,2
1579085,5463.477246,73,e,0,5,0,1
1579086,5556.936465,73,e,1,3,0,1
1579087,5606.161234,73,e,2,1,0,1
1579089,5754.660566,73,e,0,2,1,1
1579092,6585.607933,73,e,2,3,0,3
1579093,6681.779579,73,e,1,5,0,2
1579094,6693.032682,73,e,3,1,0,3
1579095,6791.126658,73,e,2,3,0,2
1579097,6855.130144,73,e,3,1,0,2
1579098,6923.00892,73,e,1,5,0,1
1579100,6985.044448,73,e,1,2,1,2
1579101,7004.492892,73,e,2,3,0,1
1579102,7044.059161,73,e,3,1,0,1
1579104,7074.207378,73,e,0,4,1,1
1579105,7156.504982,73,e,1,2,1,1
1579114,8098.922906,73,e,4,1,0,3
1579118,8203.333332,73,e,2,2,1,3
1579119,8231.365265,73,e,3,3,0,2
1579120,8280.383901,73,e,4,1,0,2
1579121,8281.577526,73,e,1,4,1,2
1579126,8395.882858,73,e,0,6,1,1
1579128,8460.418094,73,e,3,3,0,1
1579129,8493.8284,73,e,4,1,0,1
1579130,8500.908223,73,e,1,4,1,1
1579131,8569.588376,73,e,2,2,1,1
1579134,8684.863416,73,e,0,3,2,1
1579135,8752.19977,73,e,1,1,2,1
1579146,9381.547546,73,e,4,0,1,5
1579147,9410.490815,73,e,3,2,1,4
1579156,9600.223217,73,e,3,2,1,3
1579159,9678.331169,73,e,4,3,0,2
1579162,9718.318936,73,e,5,1,0,2
1579164,9787.463102,73,e,3,2,1,2
1579165,9819.283484,73,e,2,1,2,3
1579166,9823.983673,73,e,4,0,1,2
1579173,9971.891832,73,e,2,1,2,2
1579175,9994.648638,73,e,3,2,1,1
1579176,10018.429569,73,e,4,0,1,1
1579178,10129.412509,73,e,2,1,2,1
1579183,10295.62307,73,e,0,2,3,1
1579207,10908.626494,73,e,5,0,1,4
1579215,11047.810775,73,e,5,0,1,3
1579240,11449.34614,73,e,2,0,3,3
1579247,11568.39839,73,e,2,0,3,2
1579251,11652.118593,73,e,1,2,3,1
1579252,11688.100724,73,e,2,0,3,1
1579381,13517.541447,73,e,0,0,5,1
1579515,14794.746004,73,e,1,0,5,1
1591844,3504.592978,74,e,0,2,0,1
1591847,4755.883694,74,e,1,2,0,2
1591848,4829.149364,74,e,2,0,0,2
1591849,4848.916754,74,e,0,4,0,1
1591853,5960.696085,74,e,3,0,0,4
1591854,5995.221868,74,e,2,2,0,3
1591855,6076.776153,74,e,1,4,0,2
1591856,6099.680875,74,e,3,0,0,3
1591857,6175.802363,74,e,2,2,0,2
1591858,6194.413071,74,e,0,6,0,1
1591859,6223.536305,74,e,3,0,0,2
1591860,6298.407895,74,e,1,4,0,1
1591861,6365.610011,74,e,2,2,0,1
1591862,6392.827231,74,e,3,0,0,1
1591863,6395.519688,74,e,1,1,1,2
1591864,6471.653757,74,e,0,3,1,1
1591867,7192.713613,74,e,4,0,0,5
1591870,7356.295486,74,e,4,0,0,4
1591872,7413.709649,74,e,3,2,0,3
1591873,7483.390741,74,e,4,0,0,3
1591874,7521.999765,74,e,2,4,0,2
1591876,7603.212642,74,e,3,2,0,2
1591878,7638.527655,74,e,4,0,0,2
1591880,7689.611696,74,e,1,3,1,2
1591881,7755.456246,74,e,2,4,0,1
1591883,7792.173625,74,e,0,5,1,1
1591884,7812.580246,74,e,3,2,0,1
1591885,7838.519366,74,e,4,0,0,1
1591886,7886.826643,74,e,1,3,1,1
1591887,7937.236596,74,e,2,1,1,1
1591889,8094.419832,74,e,0,2,2,1
1591890,8144.051715,74,e,1,0,2,1
1591900,8834.300194,74,e,4,2,0,3
1591901,8839.887197,74,e,3,1,1,4
1591905,8897.183205,74,e,2,3,1,3
1591910,9040.062923,74,e,4,2,0,2
1591911,9070.265971,74,e,5,0,0,2
1591912,9100.872987,74,e,2,3,1,2
1591917,9230.124036,74,e,1,5,1,1
1591918,9266.653283,74,e,2,0,2,3
1591919,9267.872734,74,e,4,2,0,1
1591922,9311.835143,74,e,2,3,1,1
1591924,9384.118842,74,e,2,0,2,2
1591926,9473.482877,74,e,1,2,2,1
1591927,9508.119558,74,e,2,0,2,1
1591947,10225.26628,74,e,4,1,1,4
1591955,10390.279162,74,e,4,1,1,3
1591966,10568.830578,74,e,4,1,1,2
1591986,10987.152377,74,e,0,3,3,1
1604710,4176.615517,74,f,0,3,0,1
1604712,5353.621947,74,f,2,1,0,3
1604713,5415.245646,74,f,1,3,0,2
1604714,5506.148271,74,f,2,1,0,2
1604715,5521.520562,74,f,0,5,0,1
1604716,5614.790224,74,f,1,3,0,1
1604717,5671.357896,74,f,2,1,0,1
1604718,5811.972551,74,f,0,2,1,1
1604719,6591.86994,74,f,3,1,0,4
1604720,6643.567078,74,f,2,3,0,3
1604722,6758.213178,74,f,3,1,0,3
1604723,6848.955229,74,f,2,3,0,2
1604725,6921.001558,74,f,3,1,0,2
1604726,6981.017965,74,f,1,5,0,1
1604727,7042.074886,74,f,1,2,1,2
1604728,7062.421969,74,f,2,3,0,1
1604729,7112.014778,74,f,3,1,0,1
1604730,7131.715321,74,f,0,4,1,1
1604742,8259.858217,74,f,2,2,1,3
1604743,8289.217251,74,f,3,3,0,2
1604744,8339.08901,74,f,1,4,1,2
1604746,8349.084972,74,f,4,1,0,2
1604747,8440.218742,74,f,2,2,1,2
1604749,8453.647777,74,f,0,6,1,1
1604750,8518.557017,74,f,3,3,0,1
1604751,8558.362143,74,f,1,4,1,1
1604752,8564.571186,74,f,4,1,0,1
1604753,8628.011551,74,f,2,2,1,1
1604754,8673.927602,74,f,1,1,2,2
1604755,8741.826533,74,f,0,3,2,1
1604766,9466.267089,74,f,3,2,1,4
1604774,9657.262431,74,f,3,2,1,3
1604781,9845.669175,74,f,3,2,1,2
1604791,10053.995834,74,f,3,2,1,1
1604797,10351.993445,74,f,0,2,3,1
1616583,4814.143936,75,f,1,2,0,2
1616584,4907.637443,75,f,0,4,0,1
1616587,6052.940294,75,f,2,2,0,3
1616588,6135.522139,75,f,1,4,0,2
1616589,6234.5476,75,f,2,2,0,2
1616590,6253.333418,75,f,0,6,0,1
1616591,6357.103114,75,f,1,4,0,1
1616592,6425.616196,75,f,2,2,0,1
1616594,6529.829856,75,f,0,3,1,1
1616599,7471.972362,75,f,3,2,0,3
1616600,7580.683829,75,f,2,4,0,2
1616602,7662.929312,75,f,3,2,0,2
1616605,7747.832509,75,f,1,3,1,2
1616606,7814.132325,75,f,2,4,0,1
1616608,7850.562127,75,f,0,5,1,1
1616609,7874.035802,75,f,3,2,0,1
1616610,7945.011679,75,f,1,3,1,1
1616611,8002.250863,75,f,2,1,1,1
1616612,8152.023273,75,f,0,2,2,1
1616620,8906.466486,75,f,3,1,1,4
1616623,8955.486822,75,f,2,3,1,3
1616626,9072.077295,75,f,3,1,1,3
1616628,9101.174315,75,f,4,2,0,2
1616629,9159.039935,75,f,2,3,1,2
1616637,9370.044039,75,f,2,3,1,1
1616640,9531.447696,75,f,1,2,2,1
1616656,10292.55004,75,f,4,1,1,4
1616663,10456.935851,75,f,4,1,1,3
1628387,4235.227796,75,e,0,3,0,1
1628390,5405.01173,75,e,2,1,0,3
1628391,5473.873125,75,e,1,3,0,2
1628393,5580.341691,75,e,0,5,0,1
1628394,5673.356918,75,e,1,3,0,1
1628395,5722.116182,75,e,2,1,0,1
1628397,5870.014579,75,e,0,2,1,1
1628400,6702.198632,75,e,2,3,0,3
1628402,6808.728192,75,e,3,1,0,3
1628403,6907.511312,75,e,2,3,0,2
1628405,6970.865019,75,e,3,1,0,2
1628406,7039.804354,75,e,1,5,0,1
1628408,7100.481917,75,e,1,2,1,2
1628409,7120.882838,75,e,2,3,0,1
1628410,7160.038549,75,e,3,1,0,1
1628412,7189.99371,75,e,0,4,1,1
1628419,8048.422677,75,e,4,1,0,4
1628422,8214.456974,75,e,4,1,0,3
1628426,8318.91201,75,e,2,2,1,3
1628427,8347.661282,75,e,3,3,0,2
1628428,8396.120072,75,e,4,1,0,2
1628429,8397.436523,75,e,1,4,1,2
1628432,8498.056191,75,e,2,2,1,2
1628434,8512.189339,75,e,0,6,1,1
1628436,8576.730707,75,e,3,3,0,1
1628437,8609.854946,75,e,4,1,0,1
1628438,8616.693781,75,e,1,4,1,1
1628439,8684.903364,75,e,2,2,1,1
1628441,8726.648133,75,e,1,1,2,2
1628442,8799.543462,75,e,0,3,2,1
1628454,9496.88243,75,e,4,0,1,5
1628455,9526.250923,75,e,3,2,1,4
1628464,9715.561133,75,e,3,2,1,3
1628470,9834.114686,75,e,5,1,0,2
1628472,9902.656138,75,e,3,2,1,2
1628473,9933.659083,75,e,2,1,2,3
1628474,9939.00004,75,e,4,0,1,2
1628481,10085.900806,75,e,2,1,2,2
1628484,10134.068426,75,e,4,0,1,1
1628491,10409.18031,75,e,0,2,3,1
1628515,11023.002934,75,e,5,0,1,4
1628548,11562.718995,75,e,2,0,3,3
1628555,11681.341466,75,e,2,0,3,2
1628560,11801.407765,75,e,2,0,3,1
1628689,13628.810967,75,e,0,0,5,1
1641130,3622.392823,76,e,0,2,0,1
1641133,4873.748913,76,e,1,2,0,2
1641134,4946.34888,76,e,2,0,0,2
1641135,4967.134295,76,e,0,4,0,1
1641139,6078.320077,76,e,3,0,0,4
1641140,6113.213548,76,e,2,2,0,3
1641141,6195.045096,76,e,1,4,0,2
1641142,6216.777343,76,e,3,0,0,3
1641143,6293.494483,76,e,2,2,0,2
1641144,6313.032539,76,e,0,6,0,1
1641145,6340.867284,76,e,3,0,0,2
1641146,6416.571732,76,e,1,4,0,1
1641147,6483.295623,76,e,2,2,0,1
1641148,6510.502435,76,e,3,0,0,1
1641149,6512.29843,76,e,1,1,1,2
1641150,6588.763438,76,e,0,3,1,1
1641153,7310.420152,76,e,4,0,0,5
1641156,7473.441488,76,e,4,0,0,4
1641158,7531.415215,76,e,3,2,0,3
1641160,7640.141994,76,e,2,4,0,2
1641162,7720.763595,76,e,3,2,0,2
1641163,7740.823062,76,e,2,1,1,3
1641164,7756.10403,76,e,4,0,0,2
1641166,7806.788341,76,e,1,3,1,2
1641167,7873.567866,76,e,2,4,0,1
1641169,7909.722154,76,e,0,5,1,1
1641170,7930.190009,76,e,3,2,0,1
1641171,7956.592249,76,e,4,0,0,1
1641172,8003.918481,76,e,1,3,1,1
1641173,8053.851731,76,e,2,1,1,1
1641175,8210.399031,76,e,0,2,2,1
1641176,8259.613331,76,e,1,0,2,1
1641186,8951.583111,76,e,4,2,0,3
1641187,8956.814173,76,e,3,1,1,4
